GROUP,IPAddress,IP_COUNTRY,IP_STATE,IPC_DISEASE_death,IPS_DISEASE,IPC_COVID,IPS_COVID,Participant_Sex,Age,Income,Ethnicity,Ethnicity_Other,BORN_COUNTRY,BC_DISEASE,BORN_STATE,BS_DISEASE,GROW_COUNTRY,GC_DISEASE,GROW_STATE,GS_DISEASE,RESIDE_COUNTRY,RC_DISEASE,RESIDE_STATE,RS_DISEASE,Employed,Independent_support,weekly_income,weekly_fhelp,weekly_expenses,weekly_goodlife,LRB1,LRB2,LRB3,LRB4,LRB5,LRB6,LRB7,LRB8,LRB9,LRB10,LRB11,LRB12,General_Health,INF_PREV_COMM,INF_PREV_FAM,INF_PREV_JOB,ATT_1,MacLadd1,MacLadd2,BarImp1,BarImp2,BarImp3,BarImp4,BarImp5,BarImp6,BarImp7,BarImp8,Risk1,Risk2,Risk3,Risk4,Risk5,Risk6,Risk7,Risk8,Risk9,Risk10,Risk11,Risk12,Risk13,Risk14,Risk15,Risk16,Risk17,Risk18,Risk19,Risk20,Risk21,Risk22,Risk23,Risk24,Risk25,Risk26,Risk27,Risk28,Risk29,Risk30,Risk31,Risk32,Risk33,Risk34,ATC1,ATC2,ATC3,ATC4,ATC5,ATC6,ATC7,ATC8,ATC9,Imm1,Imm2,Imm3,Imm4,Imm5,Imm6,Imm7,Imm8,Imm9,ATT_2,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,TDDS1,TDDS2,TDDS3,TDDS4,TDDS5,TDDS6,TDDS7,TDDS8,TDDS9,TDDS10,TDDS11,TDDS12,TDDS13,TDDS14,TDDS15,TDDS16,TDDS17,TDDS18,TDDS19,TDDS20,TDDS21,ATT_3_A,PVD1,PVD2,PVD3,PVD4,PVD5,PVD6,PVD7,PVD8,PVD9,PVD10,PVD11,PVD12,PVD13,PVD14,PVD15,ATT_3,COR_PVD1,COR_PVD2,COR_PVD3,COR_PVD4,COR_PVD5,COR_PVD6,COR_PVD7,COR_PVD8,COR_PVD9,COR_PVD10,COR_PVD11,COR_PVD12,COR_PVD13,COR_PVD14,COR_PVD15,CORexp1,CORexp2,CORexp3,CORexp4,CORexp9,CORexp10,CORexp11,CORexp12,CORexp13,CORexp14,CORexp15,CORexp16,CORexp17,CORexp18,CORexp19,CORexp20,CORexp21,CORexp22,CORexp23,CORexp24,CORexp25,CORexp26,CORexp27,CORexp28,CORexp29,CORexp30,CORexp31,mTurkCode,cov_intx,GENHEALTH,SOIR6rc,SOIBEHAVIOR,SOIATTITUDE,SOIDESIRE,SOITOTAL,PVD3rc,PVD5rc,PVD11rc,PVD12rc,PVD13rc,PVD14rc,INFECTIABILITY_MEAN,GERM_AVERSION_MEAN,TOTAL_PVD,SEX_DISGUST,MORAL_DISGUST,PATH_DISGUST,TOTAL_INF,SEX,RC,US_RESIDE_COUNTRY,IN_RESIDE_COUNTRY,BR_RESIDE_COUNTRY,IT_RESIDE_COUNTRY,INUS,Density_km,filter_$,sexd_sex,pathd_sex,morald_sex
2,50.44.104.110,United States of America,Illinois,36.9668162,39.83849444, , ,Male,27, , , ,India,39.40314152, , ,United States of America,48.24363521, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Fair,5,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,9,4,5,9,4,2,1,3,5,6,3,4,2,2,4,3,4,5,5,2,5,3,3,4,4,2,5, ,7,2,6,1,4,2,6,2,4,1,6,4,5,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,5,1,6,5,4,2,4,2,4,3,5,2.857142857,3.625,3.241071429,2.714285714,3.428571429,4.571428571,3.666666667,1,4,1,0,0,0,0, ,1,2.714285714,4.571428571,3.428571429
2,74.138.44.155,United States of America,Kentucky,36.9668162,47.73532891, , ,Male,23, , , ,India,37.89367523, , ,United States of America,41.04170549, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0, ,1, , , 
2,68.66.101.149,United States of America,Mississippi,36.9668162,50.50496551, , ,Male,18, , , ,India,34.98491438, , ,United States of America,39.49377841, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0, ,1, , , 
2,192.180.5.158,United States of America,Ohio,36.9668162,43.47952283, , ,Male,26, , , ,India,39.49377841, , ,United States of America,50.07039012, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Good,19,12,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,6,6,5,7,6,6,3,1,5,5,1,4,3,1,4,5,0,5,2,2,5,4,2,5,3,2,5, ,5,3,5,4,3,4,4,5,4,4,4,4,4,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,5,2,5.666666667,6.333333333,4.666666667,3,5,4,4,4,4,4.142857143,4.125,4.133928571,1.285714286,3.571428571,4.714285714,14.66666667,1,4,1,0,0,0,0, ,1,1.285714286,4.714285714,3.571428571
2,74.83.58.173,United States of America,Ohio,36.9668162,43.47952283, , ,Male,18, , , ,India,34.98491438, , ,United States of America,39.49377841, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0, ,1, , , 
2,172.101.166.104,United States of America,New York,36.9668162,40.47258698, , ,Male,28, , , ,India,39.68110618, , ,United States of America,45.77440462, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0, ,1, , , 
2,67.241.152.40,United States of America,New York,36.9668162,40.47258698, , ,Male,25, , , ,India,39.13200861, , ,United States of America,50.50924049, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0, ,1, , , 
2,74.73.20.127,United States of America,New York,36.9668162,40.47258698, , ,Male,25, , , ,India,39.13200861, , ,United States of America,50.50924049, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Excellent,45,22,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,3,5,6,4,6,7,4,6,5,3,2,3,4,2,4,5,2,3,4,4,2,4,5,3,4,2,3,4,4, ,5,3,4,4,3,4,2,4,5,3,3,5,4,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,5,4,4.666666667,4.666666667,5.666666667,5,4,5,5,3,4,5,3.857142857,3.875,3.866071429,4,3.285714286,3,39.66666667,1,4,1,0,0,0,0, ,1,4,3,3.285714286
2,100.40.94.131,United States of America,Rhode Island,36.9668162,41.06377228, , ,Male,26, , , ,India,39.49377841, , ,United States of America,50.07039012, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Very good,22,16,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,3,9,9,3,8,5,7,4,2,5,6,0,0,2,0,4,4,1,5,1,1,4,2,6,4,2,0,4, ,6,2,2,4,4,2,3,3,4,3,4,5,3,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,7,4.333333333,8.333333333,6.666666667,6.444444444,6,4,4,3,5,5,3.142857143,4.625,3.883928571,1.428571429,3,3.714285714,20.66666667,1,4,1,0,0,0,0,634.6901846,1,1.428571429,3.714285714,3
2,75.165.139.225,United States of America,North Carolina,36.9668162,41.7712987, , ,Male,24, , , ,India,37.97878189, , ,United States of America,46.20568648, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Excellent,15,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,8,9,9,1,3,5,2,5,0,6,6,0,1,4,0,0,6,0,1,6,0,1,3,3,4,5,0,1, ,7,1,5,7,5,1,7,1,7,1,6,7,3,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,5,9,7,9,3.333333333,6.444444444,3,3,2,1,5,4,1.714285714,5,3.357142857,.428571429,5,2,11.66666667,1,4,1,0,0,0,0, ,1,.428571429,2,5
2,45.53.204.236,United States of America,Ohio,36.9668162,43.47952283, , ,Male,22, , , ,India,37.29926616, , ,United States of America,39.99624008, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0, ,1, , , 
2,138.207.168.148,United States of America,Pennsylvania,36.9668162,47.05621603, , ,Male,23, , , ,India,37.89367523, , ,United States of America,41.04170549, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Very good,13,10,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,2,3,2,3,4,2,3,2,2,3,2,1,2,3,2,2,3,1,2,2,2,3,3,1,2,3,1, ,4,3,5,4,6,3,4,4,2,2,5,4,6,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,8,1.333333333,4.333333333,3,2.888888889,3,2,3,4,2,3,3,3.25,3.125,2.571428571,2.428571429,1.428571429,12,1,4,1,0,0,0,0, ,1,2.571428571,1.428571429,2.428571429
2,103.58.116.82,United States of America,Tennessee,36.9668162,45.89076928, , ,Male,23, , , ,India,37.89367523, , ,United States of America,41.04170549, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Poor,48,44,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,5,8,1,6,1,5,5,4,2,0,4,3,0,5,3,0,4,4,2,1,6,1,6,2,2,4,5,5,0, ,4,4,7,6,3,4,6,3,3,6,2,3,1,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,9,7.333333333,5.333333333,4.666666667,5.777777778,1,5,6,5,7,7,4.857142857,4.625,4.741071429,1.428571429,3.571428571,3.428571429,46.66666667,1,4,1,0,0,0,0, ,1,1.428571429,3.428571429,3.571428571
2,67.48.161.90,United States of America,Texas,36.9668162,32.38843538, , ,Male,25, , , ,India,39.13200861, , ,United States of America,50.50924049, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Very good,7,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,1,9,1,1,1,3,3,5,5,0,4,4,0,2,4,5,4,4,4,4,2,3,5,5,3,5, ,1,1,7,1,7,2,2,2,4,3,5,6,6,6,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,1,1.666666667,1,1,1.222222222,1,1,3,2,2,2,1.857142857,2.125,1.991071429,2.571428571,3.857142857,4.142857143,5,1,4,1,0,0,0,0, ,1,2.571428571,4.142857143,3.857142857
2,174.207.13.180,United States of America,Texas,36.9668162,32.38843538, , ,Male,21, , , ,India,36.61216395, , ,United States of America,40.03847377, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0, ,1, , , 
2,99.92.66.45,United States of America,Texas,36.9668162,32.38843538, , ,Male,25, , , ,India,39.13200861, , ,United States of America,50.50924049, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0, ,1, , , 
2,24.56.242.212,United States of America,Washington,36.9668162,25.10661767, , ,Male,22, , , ,India,37.29926616, , ,United States of America,39.99624008, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , ,Fair,10,15,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3,5,2,1,4,3,1,0,1,2,0,1,0,0,1,2,0,3,2,0,0,3,0,2,0,0,0,0, ,1,1,3,1,7,1,1,1,1,1,7,7,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,9,3,5.333333333,2.666666667,3.666666667,5,1,1,1,6,7,1.857142857,2.125,1.991071429,1.142857143,0,1.285714286,8.333333333,1,4,1,0,0,0,0, ,1,1.142857143,1.285714286,0
2,71.206.5.39,United States of America,West Virginia,36.9668162,52.40451098, , ,Male,26, , , ,India,39.49377841, , ,United States of America,50.07039012, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0, ,1, , , 
2,65.27.77.39,United States of America,Wisconsin,36.9668162,32.07256128, , ,Male,22, , , ,India,37.29926616, , ,United States of America,39.99624008, , ,United States of America,36.9668162, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0, ,1, , , 
3,201.247.147.129,El Salvador, ,64.41, , , ,Male,20, , , , , , , , , , , ,El Salvador,64.41, , , , , , , , , , , , , , , , , , , , ,3,20,10,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,4,5,6,8,8,2,7,7,4,7,1,4,4,1,4,1,7,4,7,4,7,4,7,1,4,1,5, ,4, , , ,7,1, ,4, ,1, ,4, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,2.666666667,4.333333333,6,4.333333333, ,1, ,4, ,4,2.5, ,2.5,4,4.857142857,4.142857143,10,1, ,0,0,0,0, , ,0,4,4.142857143,4.857142857
3,168.243.200.82,El Salvador, ,64.41, , , ,Male,20, , , , , , , , , , , ,El Salvador,64.41, , , , , , , , , , , , , , , , , , , , ,3,43,35,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,4,5,7,7,6,6,6,4,5,7,2,7,4,2,5,5,2,7,7,2,7,6,6,5,7,2,6, ,4, , , ,2,4, ,3, ,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,1,4,6.333333333,3.777777778, ,6, ,6, ,6,4.5, ,4.5,2.857142857,6,6,37,1, ,0,0,0,0, , ,0,2.857142857,6,6
3,190.120.22.18,El Salvador, ,64.41, , , ,Male,19, , , , , , , , , , , ,El Salvador,64.41, , , , , , , , , , , , , , , , , , , , ,4,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,2,5,4,7,4,3,3,5,5,5,7,3,5,6,4,5,6,6,6,7,5,6,6,5,3,5,4,4, ,3, , , ,3,5, ,4, ,2, ,3, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,2,4,3.333333333,3.111111111, ,5, ,5, ,5,4.333333333, ,4.333333333,4.571428571,6,4.857142857,0,1, ,0,0,0,0, , ,0,4.571428571,4.857142857,6
3,190.120.22.18,El Salvador, ,64.41, , , ,Male,23, , , , , , , , , , , ,El Salvador,64.41, , , , , , , , , , , , , , , , , , , , ,3,12,4,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,4,5,5,7,7,2,7,3,7,7,1,5,6,1,5,6,4,7,5,4,7,7,5,5,4,5,4, ,3, , , ,7,5, ,5, ,4, ,6, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,1.333333333,4.666666667,5.333333333,3.777777778, ,1, ,2, ,1,3, ,3,3.285714286,6,5.714285714,7.666666667,1, ,0,0,0,0, , ,0,3.285714286,5.714285714,6
3,168.243.200.82,El Salvador, ,64.41, , , ,Male,21, , , , , , , , , , , ,El Salvador,64.41, , , , , , , , , , , , , , , , , , , , ,4,50,20,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,3,5,4,5,6,1,4,6,4,1,6,4,1,4,4,5,6,5,5,6,6,3,5,5,2,2, ,4, , , ,2,4, ,2, ,1, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,1.666666667,3,5,3.222222222, ,6, ,6, ,6,4.166666667, ,4.166666667,3,4.142857143,5,40.33333333,1, ,0,0,0,0, , ,0,3,5,4.142857143
3,190.120.22.18,El Salvador, ,64.41, , , ,Male,23, , , , , , , , , , , ,El Salvador,64.41, , , , , , , , , , , , , , , , , , , , ,4,40,30,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,5,5,2,8,4,4,5,4,3,6,6,1,5,1,2,4,7,5,5,7,2,5,4,3,2,5,3,7, ,4, , , ,6,5, ,7, ,6, ,6, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,3.333333333,3,4.333333333,3.555555556, ,2, ,2, ,2,4, ,4,2.714285714,4.857142857,4.857142857,43.33333333,1, ,0,0,0,0, , ,0,2.714285714,4.857142857,4.857142857
3,168.243.200.82,El Salvador, ,64.41, , , ,Male,20, , , , , , , , , , , ,El Salvador,64.41, , , , , , , , , , , , , , , , , , , , ,4,40,0,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,7,7,8,9,8,4,4,4,5,7,1,6,3,2,6,4,1,6,7,1,7,4,7,7,7,2,5, ,4, , , ,1,2, ,1, ,4, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,2,5.333333333,7,4.777777778, ,7, ,6, ,6,4.333333333, ,4.333333333,2.571428571,5.142857143,6,20,1, ,0,0,0,0, , ,0,2.571428571,6,5.142857143
3,190.120.22.18,El Salvador, ,64.41, , , ,Male,20, , , , , , , , , , , ,El Salvador,64.41, , , , , , , , , , , , , , , , , , , , ,4,50,70,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,5,5,5,7,6,4,4,7,7,1,7,4,1,6,7,2,7,5,2,7,7,7,5,7,1,4, ,2, , , ,4,1, ,5, ,2, ,3, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,1.666666667,4,6,3.888888889, ,4, ,5, ,5,3.666666667, ,3.666666667,2.571428571,5.857142857,6.142857143,60.33333333,1, ,0,0,0,0, , ,0,2.571428571,6.142857143,5.857142857
3,190.120.22.18,El Salvador, ,64.41, , , ,Male,24, , , , , , , , , , , ,El Salvador,64.41, , , , , , , , , , , , , , , , , , , , ,3,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,5,4,7,9,7,4,6,4,7,7,7,1,1,4,4,3,7,4,7,7,1,7,7,4,7,7,4,7, ,2, , , ,2,2, ,6, ,5, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,3,4,5.666666667,4.222222222, ,6, ,6, ,6,5.166666667, ,5.166666667,3.571428571,6.142857143,5.571428571,0,1, ,0,0,0,0, , ,0,3.571428571,5.571428571,6.142857143
3,201.247.147.129,El Salvador, ,64.41, , , ,Male,18, , , , , , , , , , , ,El Salvador,64.41, , , , , , , , , , , , , , , , , , , , ,3,21,10,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,4,2,5,6,4,4,5,6,4,7,7,4,3,6,2,4,6,3,7,5,5,6,6,4,6,6,6,4, ,3, , , ,3,2, ,2, ,4, ,4, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,3,3.666666667,4.333333333,3.666666667, ,5, ,4, ,4,3.5, ,3.5,4,6,5.285714286,28.66666667,1, ,0,0,0,0, , ,0,4,5.285714286,6
3,190.120.22.18,El Salvador, ,64.41, , , ,Male,21, , , , , , , , , , , ,El Salvador,64.41, , , , , , , , , , , , , , , , , , , , ,4,29,10,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,4,7,7,9,7,7,5,4,3,6,6,1,5,7,1,3,6,1,7,7,1,6,7,2,1,4,1,1, ,3, , , ,3,6, ,5, ,4, ,4, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,3.666666667,5,6.333333333,5, ,5, ,4, ,6,5, ,5,1.428571429,5.857142857,4.142857143,33,1, ,0,0,0,0, , ,0,1.428571429,4.142857143,5.857142857
3,168.243.200.82,El Salvador, ,64.41, , , ,Male,18, , , , , , , , , , , ,El Salvador,64.41, , , , , , , , , , , , , , , , , , , , ,4,50,30,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,3,4,3,7,2,2,2,5,7,6,5,3,2,7,6,4,6,3,7,7,2,5,5,7,3,6,7,4, ,4, , , ,3,1, ,3, ,5, ,6, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,3.333333333,2,2.777777778, ,5, ,2, ,3,3.166666667, ,3.166666667,5,5.857142857,4.428571429,30,1, ,0,0,0,0, , ,0,5,4.428571429,5.857142857
3,190.120.22.18,El Salvador, ,64.41, , , ,Male,23, , , , , , , , , , , ,El Salvador,64.41, , , , , , , , , , , , , , , , , , , , ,3,25, ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,7,1,9,5,2,2,7,7,7,7,1,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7, ,3, , , ,7,1, ,1, ,7, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1.666666667,3,3,2.555555556, ,1, ,6, ,6,3.666666667, ,3.666666667,6.142857143,6.714285714,7,25,1, ,0,0,0,0, , ,0,6.142857143,7,6.714285714
3,168.243.200.82,El Salvador, ,64.41, , , ,Male,25, , , , , , , , , , , ,El Salvador,64.41, , , , , , , , , , , , , , , , , , , , ,3,60,40,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,1,2,6,1,2,2,4,2,5,7,1,7,5,4,5,7,4,7,7,5,5,4,7,5,7,1,7, ,4, , , ,5,5, ,6, ,4, ,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,2.666666667,2.333333333,1.666666667,2.222222222, ,3, ,2, ,4,4, ,4,3.428571429,5.857142857,5.857142857,53.33333333,1, ,0,0,0,0, , ,0,3.428571429,5.857142857,5.857142857
3,168.243.200.82,El Salvador, ,64.41, , , ,Male,21, , , , , , , , , , , ,El Salvador,64.41, , , , , , , , , , , , , , , , , , , , ,3,50,51,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,3,5,9,9,9,9,5,1,7,7,7,7,1,7,7,4,4,6,4,4,4,4,7,4,6,7,6, ,4, , , ,5,4, ,4, ,4, ,4, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1.666666667,3,9,4.555555556, ,3, ,4, ,4,3.833333333, ,3.833333333,5.285714286,4.428571429,5.857142857,51.33333333,1, ,0,0,0,0, , ,0,5.285714286,5.857142857,4.428571429
